법령명,조문명
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제12조 
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제11조 겸업 금지업자 단체의 요건
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제10조의2 무료직업소개사업의 변경신고
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제10조 제3장 직업소개사업 및 직업정보제공사업
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제10조 무료직업소개사업의 신고
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제9조 고용정보의 제공
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제8조 직업적성검사 등의 방법
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제7조 직업적성검사 등의 기준
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제6조 직업적성검사 등의 신청등
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제5조 알선
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제4조 구인신청서ㆍ구직신청서의 사실조회
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제3조 구인ㆍ구직 신청의 유효기간 등
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제2조 제2장 직업안정기관의 직업소개 및 직업지도등
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제2조 구인ㆍ구직 신청의 수리 등
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제1조의3 고용서비스 우수기관의 인증ㆍ재인증 기준 및 인증방법
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제1조의2 민간직업상담원의 배치
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제1조 목적
"직업안정법 시행규칙[시행2024. 6. 12.] [고용노동부령 제416호,2024. 6. 12., 타법개정]",제1조 제1장 총칙
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제46조 제6장 삭제
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제46조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제45조 규제의 재검토
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제44조 제5장 보칙
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제44조 사업주의 도움
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제43조 작업전환수당 지급기준
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제42조 미지급 위로금의 지급
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제41조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제40조 진폐재해위로금의 신청
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제39조 작업전환수당의 신청
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제38조 진폐전문기관의 지정절차 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제37조 제4장 진폐근로자 보호 사업 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제37조 진폐전문기관의 지정요건
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제36조 작업전환조치자에 대한 퇴직금 지급 사유
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제35조 진폐근로자에 대한 사업주의 조치
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제34조 건강관리카드
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제33조 작업전환조치
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제32조 건강관리수첩의 발급 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제31조 진폐관리구분판정에 대한 심사 청구 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제30조 진폐관리구분의 판정 및 통지
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제29조 요양 대상자에 대한 진폐관리구분판정
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제28조 제3장제2절 진폐근로자의 보호
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제28조 진폐관리구분판정
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제27조 건강진단 비용의 청구
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제26조 건강진단 비용의 산정기준
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제25조 건강진단 결과의 송부ㆍ제출 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제24조의2 건강진단기관에 대한 평가 및 지도ㆍ교육
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제24조 건강진단기관의 지정취소 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제23조 건강진단기관의 변경사항 신고
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제22조 건강진단기관의 진폐판독위원 위촉
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제21조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제20조 건강진단기관의 지정 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제19조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제18조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제17조 이직자 건강진단의 주기적 실시
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제16조 건강관리수첩 소지자의 이직자 건강진단
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제15조 이직자 건강진단의 신청 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제14조 정기ㆍ임시 및 이직자 건강진단의 절차ㆍ방법 등
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제13조 정기ㆍ임시 및 이직자 건강진단의 검사항목 및 대상
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제12조 임시 건강진단 실시 사유
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제11조 제3장 건강관리
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제11조 제3장제1절 건강진단
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제11조 채용 시 건강진단의 검사항목
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제10조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제9조 진폐의 예방조치
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제8조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제7조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제6조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제5조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제4조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제3조 
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제2조 제2장 진폐의 예방
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제2조 합병증의 범위
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제1조 제1장 총칙
"진폐의 예방과 진폐근로자의 보호 등에 관한 법률 시행규칙[시행2023. 6. 30.] [고용노동부령 제383호,2023. 6. 30., 일부개정]",제1조 목적
"채용절차의 공정화에 관한 법률 시행규칙[시행2014. 12. 31.] [고용노동부령 제119호,2014. 12. 31., ]",제3조 채용서류의 반환청구 방법
"채용절차의 공정화에 관한 법률 시행규칙[시행2014. 12. 31.] [고용노동부령 제119호,2014. 12. 31., ]",제2조 채용심사비용의 승인
"채용절차의 공정화에 관한 법률 시행규칙[시행2014. 12. 31.] [고용노동부령 제119호,2014. 12. 31., ]",제1조 목적
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제8조 
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제7조 규제의 재검토
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제6조 최저임금위원회 특별위원
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제5조 최저임금위원회 사용자위원의 추천
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제4조 사용자단체의 지정
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제3조 최저임금 적용 제외의 인가
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제2조 최저임금의 범위
"최저임금법 시행규칙[시행2019. 1. 1.] [고용노동부령 제240호,2018. 12. 31., 일부개정]",제1조 목적
"통상환경변화 대응 및 지원 등에 관한 법률 시행규칙[시행2025. 1. 1.] [산업통상자원부령 제590호,2024. 12. 26., ]",제8조 통상피해지원근로자지정신청서 등
